disk_size,size,log_size,category,study_id
18801,22214,10.008477999727065,DataFrame,synthetic-isa-3samples-1assay
18561,21974,9.997615215260826,DataFrame,synthetic-isa-1sample-6assays
11974,13675,9.523324627290181,DataFrame,synthetic-isa-1sample-1assay
14486,16544,9.713778777308155,DataFrame,synthetic-isa-1sample-6assays
18561,21974,9.997615215260826,DataFrame,synthetic-isa-1sample-6assays
14646,16704,9.723403490682365,DataFrame,synthetic-isa-1sample-6assays
26477,33056,10.405958371919365,DataFrame,synthetic-isa-3samples-6assays
21770,24814,10.119163289002817,DataFrame,synthetic-isa-1sample-1assay
14726,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
18801,5312,8.57772369115627,ISA,synthetic-isa-2samples-1assay
8976,2712,7.905441649060286,ISA,synthetic-isa-1sample-6assays
9016,2712,7.905441649060286,ISA,synthetic-isa-1sample-4assay
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-6assays
17796,5312,8.57772369115627,ISA,synthetic-isa-2samples-1assay
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-4assay
14646,5312,8.57772369115627,ISA,synthetic-isa-1sample-6assays
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-4assay
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-2assay
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-6assays
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-4assay
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-6assays
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-4assay
14486,5312,8.57772369115627,ISA,synthetic-isa-1sample-6assays
9016,2712,7.905441649060286,ISA,synthetic-isa-1sample-2assay
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-2assay
14646,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
14726,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
14566,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
26477,7912,8.976135873302548,ISA,synthetic-isa-3samples-6assays
14486,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
18561,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
21770,5312,8.57772369115627,ISA,synthetic-isa-1sample-1assay
18561,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
18561,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
11974,2712,7.905441649060286,ISA,synthetic-isa-1sample-1assay
18561,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
14886,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
18841,5312,8.57772369115627,ISA,synthetic-isa-3samples-1assay
14566,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
14726,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
18801,5312,8.57772369115627,ISA,synthetic-isa-3samples-1assay
14566,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
14726,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
18841,5312,8.57772369115627,ISA,synthetic-isa-3samples-1assay
14726,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
14886,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
26597,7912,8.976135873302548,ISA,synthetic-isa-3samples-1assay
14566,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
18561,5312,8.57772369115627,ISA,synthetic-isa-1sample-6assays
14726,5312,8.57772369115627,ISA,synthetic-isa-3samples-6assays
18841,5312,8.57772369115627,ISA,synthetic-isa-2samples-1assay
